검색어,제목,본문(앞300자),이미지URL,이미지파일경로
너구리,너구리 - 나무위키,"최근 변경
최근 토론
특수 기능
너구리
최근 수정 시각: 2026-04-19 15:28:59
62
편집 요청
토론
역사
분류너구리속중국의 동물대한민국의 동물북한의 동물동남아시아의 동물러시아의 동물
  동음이의어에 대한 내용은 너구리(동음이의어) 문서를 참고하십시오.

너구리(넉다구리)
貉 | Common raccoon dog, Asian raccoon dog




학명
	
Nyctereutes procyonoides
Gray, 1834


분류


계
	
동물계 Animalia


문
	
척삭동물문 Chordata


강
	
포유",https://i.namu.wiki/i/pe1CMupeXv6pCdYe0MiS7z3saXgmwIhvsPb4Xw5MrdJzhpNnLRb-eW4VrAXUGomZ93qsu52wIWMdq7TuvLlzJAIImv5VQI7B4h7BdmbO8JyR2clKat82mo6huWuOy0GX3jVRJS_eHK27M94GX6px_w.webp,나무위키이미지/너구리.webp
